RESPNUM,CCGID,BAREA,GATE,STRATA,CATEGORY,INTDATE,AIRLINE,FLIGHT,DEST,DESTGEO,DESTMARK,ARRTIME,DEPTIME,MINUTES,Q2PURP1,Q3GETTO1,Q3PARK,Q4BAGS,Q4BUY,Q4FOOD,Q5NOTBUY,Q6NOFOOD,Q7FLYPERYR,SAQ,Q8A_ART,Q8B_FOOD,Q8C_SHOP,Q8D_SIGNS,Q8E_WALK,Q8F_SCREENS,Q8G_INFOARR,Q8H_INFODEP,Q8I_ROAD,Q8J_PARK,Q8K_AIRTRAIN,Q8L_LTPARK,Q8M_RENTAL,Q8N_WHOLE,Q10A_CLNBOARD,Q10B_CLNPARK,Q10C_CLNAIRTRAIN,Q10D_CLNRENT,Q10E_CLNFOOD,Q10F_CLNBATH,Q11SAFE,Q12_USEWEB,Q13_RATEWEB,Q14WHEREDEPART,Q14RATEGETTO,Q15A_FIND,Q15B_SECURITY,Q16_PROBLEM,Q17REGION,Q18ZIP,Q18COUNTRY,HOME,Q19_AGE,Q20_SEX,Q21_INCOME,LANG
1116,1899,A,2,2,3,9,37,1563,14,4,2,12:00,14:00,120,3,2,,1,0,1,1,2,3,2,4,3,3,4,0,3,6,6,4,4,6,6,6,3,5,6,6,6,4,4,4,2,,24,4,3,5,2,3,,CANADA,13,5,2,1,1
1117,1900,A,2,2,3,9,37,1563,14,4,2,12:45,14:00,75,2,4,,1,1,0,1,2,1,2,6,2,2,4,4,3,6,6,6,6,6,6,6,3,5,6,6,6,6,5,5,2,,5,4,4,4,2,3,,CANADA,13,6,2,4,1
1118,1901,A,2,2,3,9,37,1563,14,4,2,13:00,14:00,60,1,9,,1,2,1,1,2,1,2,5,4,4,4,4,4,3,6,3,6,4,6,4,4,4,6,4,4,4,6,4,2,,7,3,3,3,2,3,,CANADA,13,5,1,3,1
1119,1902,A,2,2,3,9,37,1563,14,4,2,12:00,14:00,120,3,5,,1,1,2,2,2,3,1,5,6,4,4,5,4,6,6,6,6,6,6,6,4,4,6,6,6,6,4,5,2,,2,3,4,4,2,3,,CANADA,13,5,2,0,1
1120,1903,A,2,2,3,9,37,1563,14,4,2,12:00,14:00,120,2,4,,1,1,1,2,2,1,1,5,5,5,3,5,5,6,6,5,6,6,6,6,5,5,6,6,6,5,5,5,2,,5,5,5,5,2,3,,CANADA,13,3,2,0,1
1121,1904,A,2,2,3,9,37,1563,14,4,2,11:30,14:00,150,2,2,,1,1,2,2,2,1,1,2,6,4,5,5,5,6,6,6,6,6,6,6,3,5,6,6,6,6,5,5,2,,18,4,5,5,1,3,,CANADA,13,7,2,0,1
1122,1905,A,2,2,3,9,37,1563,14,4,2,1:00,14:00,780,1,9,,1,1,1,1,2,2,2,5,3,2,3,2,3,6,6,4,4,4,6,3,4,5,4,4,4,4,4,5,2,,5,4,3,4,2,3,,CANADA,13,4,1,4,1
1137,1970,G,102,1,3,9,33,893,87,8,2,9:30,10:59,89,1,3,,2,2,1,1,2,3,2,2,3,2,2,3,3,2,2,6,6,6,6,6,3,3,6,6,6,6,6,3,0,,11,3,2,1,2,4,,CANADA,13,5,1,4,1
1272,2122,F,68,2,3,11,33,871,95,4,3,12:00,16:02,242,2,4,,1,1,1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,6,6,6,4,4,6,6,6,6,4,4,2,,5,5,5,3,2,3,,CANADA,13,3,1,1,1
1273,2123,F,68,2,3,11,33,871,95,4,3,12:00,16:02,242,2,3,,1,1,1,1,2,1,2,3,4,4,3,4,4,3,3,4,6,6,6,6,4,5,6,6,6,3,5,4,2,,11,3,4,5,2,4,,CANADA,13,3,2,0,1
1274,2124,F,68,2,3,11,33,871,95,4,3,8:45,16:02,437,8,3,,1,1,0,2,2,1,2,6,6,6,5,5,5,6,6,6,6,6,6,6,5,5,0,0,0,0,5,5,3,,11,4,4,6,2,4,,CANADA,13,3,1,1,1
1276,2126,F,68,2,3,11,33,871,95,4,3,13:35,16:02,147,1,4,,1,1,2,2,2,1,2,4,4,4,4,4,4,4,4,4,0,0,0,0,4,4,4,4,4,4,4,5,2,,5,5,4,3,2,3,,CANADA,13,4,1,3,1
1277,2127,F,68,2,3,11,33,871,95,4,3,13:00,16:02,182,2,3,,1,1,1,2,2,1,2,0,5,2,4,4,4,6,6,4,6,6,6,6,4,4,6,6,6,4,4,5,2,,11,4,3,2,1,4,,CANADA,13,4,2,3,1
1278,2128,F,68,2,3,11,33,871,95,4,3,13:30,16:02,152,1,3,,2,2,1,1,2,1,2,6,3,3,3,3,3,6,6,6,6,6,6,6,3,4,6,6,6,4,4,4,2,,11,4,4,6,2,4,,CANADA,13,4,1,2,1
1279,2129,F,68,2,3,11,33,871,95,4,3,8:35,16:02,447,11,3,,1,0,1,2,2,1,2,5,4,3,5,5,5,5,5,6,6,6,6,6,4,5,6,6,6,4,4,5,3,,11,6,4,4,2,4,,CANADA,13,4,1,2,1
1280,2130,F,68,2,3,11,33,871,95,4,3,11:17,16:02,285,3,3,,1,1,1,2,2,1,2,3,6,6,3,3,3,3,3,6,6,6,6,6,3,3,6,6,6,3,3,4,3,,11,3,6,2,2,4,,CANADA,13,4,1,2,1
1282,2132,F,68,2,3,11,33,871,95,4,3,14:15,16:02,107,1,13,,1,1,1,1,2,1,2,4,5,4,4,3,4,4,0,6,6,6,6,6,6,5,6,6,6,5,5,5,2,,24,5,4,4,2,3,,CANADA,13,6,1,3,1
1285,2135,F,68,2,3,11,33,871,95,4,3,14:35,16:02,87,1,3,,2,2,2,2,2,3,2,3,3,4,4,2,3,6,6,3,6,3,6,3,4,4,6,4,4,4,4,4,1,4,11,6,5,6,2,4,,CANADA,13,6,1,3,1
1287,2137,F,68,2,3,11,33,871,95,4,3,15:10,16:02,52,2,3,,2,1,2,2,2,2,2,6,6,6,4,6,4,6,6,6,6,6,6,6,6,5,6,6,6,6,4,4,2,,11,6,5,6,2,4,,CANADA,13,6,1,3,1
1288,2138,F,68,2,3,11,33,871,95,4,3,N,16:02,,1,4,,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,3,3,6,6,6,2,3,3,6,6,3,3,3,2,,12,3,3,3,1,3,,CANADA,13,4,1,4,1
1290,2140,F,68,2,3,11,33,871,95,4,3,13:45,16:02,137,1,5,,2,1,2,2,2,3,2,5,3,3,2,4,4,3,3,6,6,5,6,6,4,4,6,4,6,4,5,4,2,,2,5,5,2,2,3,,CANADA,13,3,1,3,1
1294,2144,F,68,2,3,11,33,871,95,4,3,13:30,16:02,152,2,4,,1,2,2,2,2,1,1,6,6,6,3,3,6,6,6,6,6,6,6,6,3,5,6,6,6,6,6,5,2,,5,5,5,4,1,3,,CANADA,13,3,2,0,1
1295,2145,F,68,2,3,11,33,871,95,4,3,11:00,16:02,302,2,3,,1,2,1,2,2,2,1,6,4,4,5,5,4,6,6,0,0,0,0,0,5,5,6,6,6,4,4,5,2,,11,0,4,4,2,4,,CANADA,13,1,1,0,1
1301,2262,F,70,2,3,12,33,5604,14,4,2,9:00,11:16,136,3,3,,0,0,1,2,2,1,2,3,4,6,4,4,4,6,6,6,6,6,6,6,4,4,6,6,6,4,3,5,2,,11,0,5,0,2,4,,CANADA,13,7,2,1,1
1302,2263,F,70,2,3,12,33,5604,14,4,2,9:15,11:16,121,2,4,,1,1,2,2,2,1,2,6,6,4,4,4,4,6,6,6,6,6,6,6,4,5,6,6,6,6,4,5,2,,5,5,5,5,2,3,,CANADA,13,5,2,4,1
1303,2264,F,70,2,3,12,33,5604,14,4,2,9:30,11:16,106,2,4,,1,1,2,2,2,1,2,4,6,4,4,5,4,6,6,6,6,6,6,6,4,5,5,5,5,5,5,5,2,,5,5,5,4,2,3,,CANADA,13,5,1,4,1
1304,2265,F,70,2,3,12,33,5604,14,4,2,8:30,11:16,166,1,4,,1,1,1,2,2,1,2,6,3,3,3,3,4,4,4,6,6,6,6,6,3,5,6,6,6,6,5,4,2,,5,5,5,5,2,3,,CANADA,13,3,2,3,1
1308,2269,F,70,2,3,12,33,5604,14,4,2,8:30,11:16,166,2,9,,1,1,1,2,2,3,2,4,4,4,3,4,4,6,6,2,0,4,0,4,4,4,0,4,4,0,0,4,2,,12,0,3,2,1,3,,CANADA,13,6,1,4,1
1312,2273,F,70,2,3,12,33,5604,14,4,2,9:55,11:16,81,2,3,,2,2,2,2,2,1,2,4,6,6,3,4,4,6,6,6,6,6,6,6,4,5,6,6,6,6,6,5,2,,11,6,4,5,2,4,,CANADA,13,2,1,2,1
1314,2275,F,70,2,3,12,33,5604,14,4,2,9:00,11:16,136,2,6,,1,2,1,2,2,1,2,4,4,5,5,5,5,6,6,5,6,6,6,6,4,5,6,6,6,5,4,5,1,4,5,5,5,3,2,3,,CANADA,13,5,2,0,1
1317,2278,F,70,2,3,12,33,5604,14,4,2,7:00,11:16,256,2,3,,2,2,1,2,2,1,1,6,3,4,4,6,4,6,6,6,6,6,6,6,4,3,6,6,6,4,3,3,2,,11,4,4,6,2,4,,CANADA,13,6,2,0,1
1319,2280,F,70,2,3,12,33,5604,14,4,2,9:00,11:16,136,2,9,,1,2,2,2,2,4,1,4,4,4,4,5,4,6,6,4,4,5,6,5,4,4,6,5,5,6,5,4,2,,6,5,5,4,2,3,,CANADA,13,6,2,0,1
1454,2411,F,86,2,2,13,32,712,41,1,1,10:30,14:10,220,2,3,,2,2,1,1,2,1,2,3,4,4,4,5,3,6,3,6,6,6,6,6,4,5,6,6,6,5,5,5,2,,11,6,4,6,2,4,,CANADA,13,5,2,0,1
1565,2512,B,29,1,2,14,34,1466,70,2,3,5:00,6:15,75,3,2,,2,2,2,2,2,1,2,3,3,3,4,3,3,3,3,3,6,6,6,6,3,4,6,6,6,6,3,4,2,,17,4,4,4,2,3,,CANADA,13,4,2,2,1
1623,2734,F,90,1,1,12,32,1428,50,1,4,7:45,10:05,140,3,5,,2,2,1,2,2,1,2,6,3,6,3,3,3,3,3,6,6,6,6,6,3,4,6,6,3,3,3,4,2,,5,3,3,3,2,3,,CANADA,13,2,2,0,1
2133,2711,F,83,2,2,3,32,425,25,1,4,11:45,13:00,75,2,3,,2,2,1,2,2,3,1,6,4,6,4,4,4,6,6,6,6,6,6,6,4,2,6,6,6,4,5,5,2,,11,0,5,5,2,4,,CANADA,13,3,1,2,1
2291,1649,F,73,3,2,7,32,343,39,3,4,16:43,18:29,106,4,8,,1,1,2,1,2,1,2,6,6,2,4,6,3,6,6,4,6,6,6,6,3,4,6,6,6,4,4,4,2,,12,3,5,5,2,3,,CANADA,13,2,2,0,1
2852,2537,B,20,1,1,14,8,307,86,1,3,8:15,9:20,65,3,4,,1,2,2,2,2,3,1,5,6,6,5,6,5,6,5,6,6,6,6,6,5,5,6,6,6,6,5,5,2,,5,3,5,4,0,3,,CANADA,13,6,2,0,1
2984,1694,F,70,3,2,7,32,6205,96,1,1,15:30,21:25,355,8,3,,1,2,1,1,2,2,1,4,4,4,4,4,4,6,6,6,6,6,6,6,4,4,6,6,6,4,4,4,2,,11,4,4,4,1,4,,CANADA,13,7,1,0,1
3068,3005,A,2,2,3,16,2,738,95,4,3,9:10,11:30,140,2,7,,1,1,1,2,2,1,1,6,6,4,4,4,4,6,6,6,6,6,6,6,4,4,6,6,6,5,5,5,2,,5,4,5,4,2,3,,CANADA,13,6,1,2,1
3069,3006,A,2,2,3,16,2,738,95,4,3,8:00,11:30,210,2,13,,1,2,1,2,2,1,1,6,6,6,4,2,4,6,2,6,6,6,6,6,4,5,6,6,6,6,5,4,2,,9,5,5,4,0,3,,CANADA,13,6,2,4,1
3071,3008,A,2,2,3,16,2,738,95,4,3,8:30,11:30,180,3,2,,1,1,0,2,0,0,2,4,4,4,5,5,5,4,4,5,6,6,6,6,5,5,6,6,6,4,4,5,2,,5,4,5,5,2,3,,CANADA,13,7,2,0,1
3072,3009,A,2,2,3,16,2,738,95,4,3,8:00,11:30,210,1,2,,1,1,1,2,2,1,2,6,2,3,4,4,4,6,6,4,6,4,6,4,4,5,6,4,4,4,4,4,1,4,7,4,4,4,2,3,,CANADA,13,5,0,2,1
3076,3013,A,2,2,3,16,2,738,95,4,3,9:30,11:30,120,3,2,,2,1,1,1,1,3,2,3,2,2,2,4,3,2,2,3,4,3,3,2,2,4,3,3,3,4,4,4,2,,12,0,4,4,2,3,,CANADA,13,3,2,0,1
3077,3014,A,2,2,3,16,2,738,95,4,3,9:10,11:30,140,3,2,,1,1,2,2,2,1,2,4,6,0,4,4,4,6,4,4,6,6,6,6,4,5,6,6,6,6,5,3,1,4,5,3,4,4,2,3,,CANADA,13,7,2,2,1
3079,3016,A,2,2,3,16,2,738,95,4,3,9:15,11:30,135,2,4,,1,2,1,1,2,1,2,4,4,4,4,4,4,6,4,6,6,6,6,6,4,5,6,6,6,5,5,5,2,,5,5,5,5,2,3,,CANADA,13,6,2,2,1
3080,3017,A,2,2,3,16,2,738,95,4,3,8:30,11:30,180,2,9,,1,2,1,2,2,2,2,5,4,4,4,4,0,6,6,4,6,5,6,4,4,2,6,5,5,5,4,5,2,,5,4,5,2,3,3,,CANADA,13,5,1,2,1
3082,3019,A,2,2,3,16,2,738,95,4,3,10:00,11:30,90,2,9,,1,2,1,1,2,1,2,4,4,4,4,4,4,6,6,4,6,5,6,5,4,4,6,5,5,4,4,3,2,,5,3,3,2,2,3,,CANADA,13,4,1,4,1
3086,3023,A,2,2,3,16,2,738,95,4,3,9:00,11:30,150,1,9,,1,2,1,2,2,1,2,6,3,3,0,4,4,6,6,4,6,4,6,3,3,4,4,4,4,4,4,4,1,3,6,4,4,4,1,3,,CANADA,13,3,2,2,1
3087,3024,A,2,2,3,16,2,738,95,4,3,9:00,11:30,150,5,9,,1,1,1,1,2,1,2,4,3,2,4,4,4,6,6,5,6,5,6,5,4,5,6,5,4,4,4,4,2,,5,5,5,0,2,3,,CANADA,13,5,2,2,1
3088,3025,A,2,2,3,16,2,738,95,4,3,9:30,11:30,120,2,5,,1,1,1,1,2,1,2,4,0,0,0,0,0,6,0,4,6,5,6,4,4,0,0,4,0,0,4,5,2,,5,4,5,4,2,3,,CANADA,13,6,1,0,1
3091,3028,A,2,2,3,16,2,738,95,4,3,9:00,11:30,150,2,4,,1,1,1,2,2,1,2,5,5,5,5,5,5,6,6,6,6,6,6,6,5,5,6,6,6,5,5,5,2,,5,5,5,5,2,3,,CANADA,13,7,2,0,1
3093,3030,A,2,2,3,16,2,738,95,4,3,8:00,11:30,210,3,3,,0,1,1,1,2,2,2,6,3,3,2,3,3,3,3,6,6,3,6,6,3,4,4,6,6,4,4,5,2,,11,0,2,2,1,4,,CANADA,13,6,2,2,1
3095,3127,A,4,2,3,16,2,784,95,4,3,14:00,15:35,95,2,9,,1,1,2,2,2,1,1,5,6,4,4,4,3,6,6,4,6,4,6,4,0,4,6,5,3,6,4,4,2,,1,4,4,3,1,3,,CANADA,13,6,2,1,1
3096,3128,A,4,2,3,16,2,784,95,4,3,14:05,15:35,90,3,2,,1,2,2,1,2,2,1,6,6,4,4,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,5,2,,6,5,4,4,2,3,,CANADA,13,7,2,1,1
3097,3129,A,4,2,3,16,2,784,95,4,3,13:00,15:35,155,2,2,,1,1,2,2,2,1,1,3,6,4,3,4,3,6,6,6,6,6,6,6,4,5,6,6,6,6,4,5,0,,1,4,3,3,2,3,,CANADA,13,2,2,0,1
3098,3130,A,4,2,3,16,2,784,95,4,3,11:00,15:35,275,2,3,,1,1,1,2,2,2,1,4,4,3,2,4,3,6,5,6,6,6,6,6,0,5,6,6,6,5,5,5,2,,11,4,4,6,2,4,,CANADA,13,7,2,3,1
3099,3131,A,4,2,3,16,2,784,95,4,3,11:30,15:35,245,2,9,,1,1,1,2,2,1,2,4,4,3,3,4,3,6,6,0,0,0,0,4,4,4,6,4,4,4,4,4,2,,4,4,5,2,2,3,,CANADA,13,6,0,4,1
3103,3135,A,4,2,3,16,2,784,95,4,3,12:30,15:35,185,3,2,,1,1,2,1,2,1,2,4,4,3,5,5,5,4,4,4,6,6,6,6,4,4,6,6,6,5,5,4,2,,5,4,5,4,2,3,,CANADA,13,2,2,2,1
3104,3136,A,4,2,3,16,2,784,95,4,3,10:45,15:35,290,11,3,,1,2,1,1,1,2,2,3,4,4,3,4,3,4,3,6,6,6,6,6,4,4,6,6,6,5,4,4,2,,11,6,4,3,1,4,,CANADA,13,5,2,1,1
3105,3137,A,4,2,3,16,2,784,95,4,3,13:30,15:35,125,1,4,,1,2,2,2,2,2,2,6,4,4,4,4,4,6,6,6,6,5,6,3,4,5,6,5,4,5,4,5,3,,5,5,5,3,2,3,,CANADA,13,4,2,0,1
3106,3138,A,4,2,3,16,2,784,95,4,3,11:30,15:35,245,8,3,,1,2,1,2,2,1,2,4,4,3,5,5,5,5,5,6,6,6,6,6,5,5,6,6,6,4,3,5,2,,11,5,5,5,2,4,,CANADA,13,3,1,1,1
3107,3139,A,4,2,3,16,2,784,95,4,3,10:45,15:35,290,8,3,,1,2,1,1,1,1,2,2,3,4,4,3,3,4,4,6,6,6,6,6,3,3,6,6,6,4,4,4,2,,11,6,4,3,2,4,,CANADA,13,3,1,2,1
3108,3140,A,4,2,3,16,2,784,95,4,3,12:30,15:35,185,2,4,,1,1,1,1,2,1,2,3,3,3,3,3,3,3,3,6,6,6,6,6,3,5,6,6,6,3,3,4,2,,5,6,3,3,2,3,,CANADA,13,6,2,2,1
3109,3141,A,4,2,3,16,2,784,95,4,3,14:00,15:35,95,2,2,,1,1,0,2,0,1,2,6,6,5,5,5,5,6,6,5,6,6,6,6,5,4,6,6,6,6,5,4,2,,12,5,6,5,2,3,,CANADA,13,7,1,3,1
3111,3143,A,4,2,3,16,2,784,95,4,3,12:30,15:35,185,3,2,,1,1,1,1,2,1,2,3,4,4,4,4,4,6,6,4,6,6,6,6,4,4,6,6,0,6,4,3,2,,1,5,4,3,2,3,,CANADA,13,7,2,1,1
3112,3144,A,4,2,3,16,2,784,95,4,3,14:00,15:35,95,1,9,,2,2,2,1,2,5,2,4,4,4,3,3,3,6,6,3,6,4,6,3,4,4,6,4,3,3,4,4,2,,7,5,4,1,1,3,,CANADA,13,4,1,4,1
3121,2989,A,11,3,2,18,21,648,60,2,4,18:30,21:00,150,2,4,,1,1,1,2,2,1,2,6,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,1,4,5,5,5,5,2,3,,CANADA,13,2,2,3,1
3218,3324,F,70,3,3,1,33,6414,14,4,2,18:30,20:10,100,2,3,,2,1,2,2,2,1,2,3,3,3,3,3,3,3,3,6,6,6,6,6,4,5,0,0,0,4,4,5,2,,11,4,4,4,2,4,,CANADA,13,6,1,4,1
3220,3326,F,70,3,3,1,33,6414,14,4,2,18:30,20:10,100,2,3,,2,2,1,2,2,1,2,3,3,3,3,3,3,3,3,6,6,6,6,6,4,4,6,6,6,4,4,5,2,,11,0,5,6,2,4,,CANADA,13,5,1,4,1
3222,3328,F,70,3,3,1,33,6414,14,4,2,17:45,20:10,145,3,1,1,1,2,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,6,6,6,5,4,5,6,6,4,5,4,2,,5,4,4,3,2,3,,CANADA,13,1,2,4,1
3223,3329,F,70,3,3,1,33,6414,14,4,2,18:35,20:10,95,2,3,,2,2,1,2,2,1,2,0,3,3,6,6,6,6,6,6,6,6,6,6,3,4,6,6,6,3,4,3,2,,11,0,4,6,2,4,,CANADA,13,7,1,1,1
3224,3330,F,70,3,3,1,33,6414,14,4,2,17:00,20:10,190,2,5,,1,1,1,2,2,1,2,4,3,3,5,5,5,4,4,4,3,5,6,6,4,5,6,5,6,5,5,4,2,,5,4,5,5,2,3,,CANADA,13,2,2,3,1
3225,3331,F,70,3,3,1,33,6414,14,4,2,18:35,20:10,95,2,3,,0,0,1,2,2,1,2,6,3,6,6,6,4,6,6,6,6,6,6,6,4,0,0,0,0,0,0,3,2,,11,4,4,6,2,4,,CANADA,13,7,2,0,1
3227,3333,F,70,3,3,1,33,6414,14,4,2,19:00,20:10,70,3,2,,2,1,2,2,2,3,2,4,4,4,2,4,4,4,4,4,6,6,6,6,4,4,6,6,6,4,4,5,2,,3,5,5,5,2,3,,CANADA,13,3,2,3,1
3228,3334,F,70,3,3,1,33,6414,14,4,2,19:30,20:10,40,2,3,,1,1,1,2,2,1,2,4,4,4,4,5,5,4,4,6,6,6,6,6,4,4,6,6,6,4,4,5,2,,11,6,6,5,1,4,,CANADA,13,4,2,2,1
3229,3335,F,70,3,3,1,33,6414,14,4,2,17:45,20:10,145,2,6,,1,1,1,2,2,1,2,3,3,3,3,0,0,0,0,4,0,0,4,0,3,5,0,0,0,5,4,5,2,,5,0,5,5,2,3,,CANADA,13,7,1,1,1
3230,3336,F,70,3,3,1,33,6414,14,4,2,18:30,20:10,100,2,3,,2,2,1,2,2,2,2,6,4,6,5,4,5,6,0,6,6,6,6,6,4,5,6,6,6,5,4,5,2,,11,0,5,4,2,4,,CANADA,13,3,1,2,1
3231,3337,F,70,3,3,1,33,6414,14,4,2,17:00,20:10,190,2,5,,1,2,1,1,2,1,2,3,3,3,3,3,3,3,3,6,6,4,6,6,3,4,6,4,6,4,4,4,2,,5,3,4,4,2,3,,CANADA,13,5,2,3,1
3232,3338,F,70,3,3,1,33,6414,14,4,2,18:30,20:10,100,2,3,,1,2,1,1,0,1,2,6,3,3,4,3,4,4,4,6,6,6,6,6,4,5,6,6,6,5,5,5,2,,11,6,5,5,2,4,,CANADA,13,3,2,0,1
3234,3340,F,70,3,3,1,33,6414,14,4,2,11:10,20:10,540,2,3,,1,2,1,1,1,2,1,4,4,4,3,5,5,2,2,6,6,6,6,6,4,4,6,6,6,5,5,5,2,,11,0,4,4,2,4,,CANADA,13,3,1,2,1
3236,3342,F,70,3,3,1,33,6414,14,4,2,17:00,20:10,190,1,5,,1,1,2,2,2,4,1,5,4,5,4,5,5,6,6,3,5,6,3,6,4,5,5,6,6,5,5,5,2,,2,5,5,5,2,3,,CANADA,13,5,2,2,1
3237,3343,F,70,3,3,1,33,6414,14,4,2,18:00,20:10,130,1,3,,2,2,1,1,2,2,1,5,5,5,5,5,5,5,5,0,0,0,0,0,5,4,6,6,6,4,4,5,2,,11,0,5,6,2,4,,CANADA,13,5,2,2,1
3239,3345,F,70,3,3,1,33,6414,14,4,2,18:00,20:10,130,2,9,,1,2,1,2,2,3,1,6,4,4,4,4,4,6,6,2,6,4,6,4,4,4,6,4,4,4,3,4,2,,24,3,4,3,2,3,,CANADA,13,5,1,3,1
3697,1597,F,78,2,2,7,32,5291,19,1,1,11:08,16:50,342,3,3,,2,1,1,1,2,1,2,4,4,4,3,5,5,4,0,6,6,6,6,6,4,5,6,6,6,4,5,5,2,,11,6,4,4,2,4,,CANADA,13,7,2,2,1
3759,3397,B,24,1,1,2,8,303,86,1,3,8:45,10:10,85,2,6,,1,1,1,2,2,1,2,6,4,3,4,4,4,4,4,6,6,6,6,6,4,3,6,6,6,3,4,4,2,,5,3,5,5,2,3,,CANADA,13,7,0,2,1
3804,3488,F,70,2,3,12,33,5604,14,4,2,8:30,11:16,166,1,3,,2,2,1,1,2,2,2,4,4,4,5,5,5,6,6,6,6,6,6,6,5,4,6,6,6,6,4,4,2,,11,6,5,6,2,4,,CANADA,13,3,1,4,1
3805,3489,F,73,3,2,7,32,343,39,3,4,17:00,18:29,89,4,2,,1,1,2,2,2,1,2,0,3,2,3,3,2,3,3,3,0,6,6,6,3,0,0,0,0,0,0,3,2,,12,0,5,5,0,3,,CANADA,13,3,2,2,1
3806,3490,F,73,3,2,7,32,343,39,3,4,17:00,18:29,89,4,2,,1,1,2,1,2,1,2,2,1,1,3,3,2,3,3,6,6,6,6,6,2,4,6,6,6,6,4,4,2,,12,3,3,3,0,3,,CANADA,13,3,2,2,1
4022,560,G,96,3,3,1,33,429,52,4,2,21:00,23:21,141,6,3,,2,2,1,1,2,6,2,4,2,3,4,4,4,6,6,4,6,4,6,6,3,4,6,4,6,4,4,4,2,,11,0,3,6,2,4,,CANADA,13,3,1,4,1
4036,574,G,96,3,3,1,33,429,52,4,2,21:15,23:21,126,1,3,,2,2,2,2,2,3,1,6,3,3,4,5,6,6,6,6,6,6,6,6,4,5,6,6,6,5,5,5,2,,11,6,5,6,2,4,,CANADA,13,4,1,4,1
4091,1160,B,28,2,2,5,34,239,71,1,4,12:30,15:40,190,2,9,,1,2,1,2,2,3,1,3,4,6,4,4,4,6,5,5,6,4,6,4,4,5,6,5,6,4,4,5,2,,8,5,5,4,2,3,,CANADA,13,4,2,2,1
4129,1809,B,20,1,2,9,8,385,73,1,2,6:00,7:00,60,1,7,,0,0,1,2,2,2,2,6,2,2,2,3,3,6,6,0,0,0,0,0,3,4,6,0,0,3,4,4,2,,12,5,3,2,2,3,,CANADA,13,5,1,0,1
4162,1127,G,98,1,3,5,33,807,74,4,1,8:45,10:00,75,2,3,,2,2,2,2,2,5,1,5,6,5,2,4,5,6,6,2,6,6,6,6,4,4,6,6,6,6,4,5,2,,11,0,1,6,1,4,,CANADA,13,6,1,0,1
4214,2231,B,22,3,2,11,8,317,86,1,3,18:15,19:40,85,2,3,,1,2,2,2,2,1,1,4,6,6,5,1,6,6,6,6,6,6,6,6,4,5,6,6,6,6,6,5,2,,11,6,5,3,2,4,,CANADA,13,6,2,2,1
235,393,C,40,2,1,1,15,2080,4,2,4,10:00,11:50,110,3,2,,1,1,2,2,1,2,2,2,3,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,,5,5,5,2,2,3,,CHILE,14,2,2,1,1
2454,2873,D,55,2,2,11,9,332,24,3,4,11:00,13:35,155,1,4,,1,2,1,1,2,2,1,5,5,5,5,5,5,6,6,6,6,6,6,6,5,5,6,6,6,5,5,5,1,4,5,5,5,5,2,3,,CHILE,14,4,1,0,1
2463,2882,D,55,2,2,11,9,332,24,3,4,11:00,13:35,155,5,5,,1,1,1,1,1,2,2,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,3,,12,5,5,5,2,3,,CHILE,14,4,1,1,1
2898,1136,A,4,2,3,5,24,2609,47,5,2,9:00,12:45,225,2,4,,1,2,2,1,2,1,2,6,6,6,5,5,5,5,5,6,6,6,6,6,5,5,6,6,6,6,5,5,2,,5,5,5,5,2,3,,CHILE,14,6,0,3,1
2899,1137,A,4,2,3,5,24,2609,47,5,2,9:00,12:45,225,2,4,,1,2,2,1,1,1,2,6,4,2,5,5,5,6,6,5,6,6,6,6,5,5,6,6,6,5,5,5,2,,5,5,5,5,2,3,,CHILE,14,3,1,4,1
4254,166,C,44,3,2,2,15,4798,50,1,4,17:00,19:50,170,2,4,,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,6,6,6,6,3,4,6,6,6,4,3,4,1,4,5,4,0,4,2,3,,CHILE,14,5,1,3,2
4296,165,A,2,1,3,3,31,565,83,5,1,4:15,6:50,155,2,7,,1,2,2,2,2,1,1,3,3,3,4,4,4,6,6,6,6,6,6,6,4,3,6,6,6,3,4,4,2,,5,5,5,5,2,3,,CHILE,14,4,1,1,1
4311,772,G,91,2,3,2,33,821,52,4,2,8:10,12:40,270,3,3,,1,2,2,1,1,1,2,5,6,6,4,5,5,0,0,6,6,6,6,6,6,5,6,6,6,6,5,3,0,,11,0,0,0,2,4,,CHILE,14,5,2,0,2
89,139,D,56,2,1,1,9,442,53,2,3,10:00,12:40,160,2,3,,1,2,2,2,2,2,1,5,3,3,5,5,5,6,6,6,6,6,6,6,4,5,6,6,6,3,4,3,2,,11,5,5,1,1,4,,CHINA,16,7,2,0,1
