RESPNUM,CCGID,BAREA,GATE,STRATA,CATEGORY,INTDATE,AIRLINE,FLIGHT,DEST,DESTGEO,DESTMARK,ARRTIME,DEPTIME,MINUTES,Q2PURP1,Q3GETTO1,Q3PARK,Q4BAGS,Q4BUY,Q4FOOD,Q5NOTBUY,Q6NOFOOD,Q7FLYPERYR,SAQ,Q8A_ART,Q8B_FOOD,Q8C_SHOP,Q8D_SIGNS,Q8E_WALK,Q8F_SCREENS,Q8G_INFOARR,Q8H_INFODEP,Q8I_ROAD,Q8J_PARK,Q8K_AIRTRAIN,Q8L_LTPARK,Q8M_RENTAL,Q8N_WHOLE,Q10A_CLNBOARD,Q10B_CLNPARK,Q10C_CLNAIRTRAIN,Q10D_CLNRENT,Q10E_CLNFOOD,Q10F_CLNBATH,Q11SAFE,Q12_USEWEB,Q13_RATEWEB,Q14WHEREDEPART,Q14RATEGETTO,Q15A_FIND,Q15B_SECURITY,Q16_PROBLEM,Q17REGION,Q18ZIP,Q18COUNTRY,HOME,Q19_AGE,Q20_SEX,Q21_INCOME,LANG
245,403,C,40,2,1,1,15,2080,4,2,4,9:30,11:50,140,2,6,,1,2,2,1,2,1,2,4,2,2,3,3,3,3,3,4,6,6,6,6,3,3,6,6,6,3,3,4,2,,5,4,4,4,2,3,14222-01-01T00:00:00,US,12,4,2,2,1
246,404,C,40,2,1,1,15,2080,4,2,4,9:30,11:50,140,3,5,,1,1,1,2,2,2,2,4,4,4,4,4,4,6,6,6,6,4,6,6,4,5,6,5,6,5,4,5,2,,8,4,4,4,2,3,30342-01-01T00:00:00,US,12,7,1,1,1
247,405,C,40,2,1,1,15,2080,4,2,4,10:15,11:50,95,3,9,,1,0,0,2,2,1,2,6,6,6,3,4,3,6,6,4,6,5,6,4,4,5,6,5,4,6,4,5,2,,7,4,4,4,2,3,32168-01-01T00:00:00,US,12,7,1,3,1
248,406,C,40,2,1,1,15,2080,4,2,4,10:15,11:50,95,2,2,,1,2,1,2,2,3,2,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,2,,6,4,5,4,2,1,94404-01-01T00:00:00,US,2,3,1,2,1
249,407,C,40,2,1,1,15,2080,4,2,4,10:00,11:50,110,4,9,,2,1,2,2,2,1,2,3,4,4,5,5,5,6,6,5,6,5,6,5,4,5,6,5,5,6,5,5,2,,6,5,5,3,1,3,30097-01-01T00:00:00,US,12,2,1,1,1
250,408,C,40,2,1,1,15,2080,4,2,4,10:20,11:50,90,3,2,,1,0,0,2,2,3,2,6,0,4,5,5,5,5,5,5,5,5,5,4,5,4,3,4,4,4,4,4,2,,2,3,5,0,2,3,29406-01-01T00:00:00,US,12,6,2,0,1
251,409,C,40,2,1,1,15,2080,4,2,4,10:00,11:50,110,1,5,,1,2,2,1,2,1,2,6,6,6,3,5,5,6,6,6,6,5,6,6,4,5,6,5,6,6,5,5,2,,5,5,3,5,2,3,39073-01-01T00:00:00,US,11,3,1,0,1
252,431,G,101,2,3,7,25,455,32,6,4,12:30,14:55,145,2,13,,1,2,1,2,2,2,1,4,3,6,5,5,3,6,6,6,6,6,6,6,4,5,6,6,6,3,5,5,2,,3,5,4,3,0,3,94960-01-01T00:00:00,US,11,7,2,3,1
253,432,G,101,2,3,7,25,455,32,6,4,12:00,14:55,175,2,2,,1,1,2,1,1,1,1,5,6,4,5,5,5,6,6,5,6,6,6,6,5,4,6,6,6,6,5,5,2,,6,5,5,3,1,3,93657-01-01T00:00:00,US,10,7,2,4,1
254,433,G,101,2,3,7,25,455,32,6,4,12:30,14:55,145,3,2,,1,2,2,2,2,2,1,5,6,6,5,6,5,6,6,6,6,6,6,6,5,5,6,6,6,6,0,5,2,,5,5,5,5,2,1,94131-01-01T00:00:00,US,1,7,0,0,1
256,435,G,101,2,3,7,25,455,32,6,4,11:00,14:55,235,11,13,,1,2,2,2,2,1,1,6,6,6,4,5,5,0,5,6,6,6,6,6,5,5,6,6,6,6,5,4,2,,14,5,5,2,2,2,95826-01-01T00:00:00,US,10,6,2,2,1
257,436,G,101,2,3,7,25,455,32,6,4,13:30,14:55,85,6,3,,2,2,1,2,2,2,1,6,3,6,4,4,2,6,6,6,6,6,6,6,3,5,6,6,6,6,5,3,2,,11,6,5,6,2,4,97229-01-01T00:00:00,US,10,6,2,4,1
258,437,G,101,2,3,7,25,455,32,6,4,12:00,14:55,175,3,2,,1,2,2,2,2,3,1,6,6,6,5,5,6,6,6,6,6,6,6,6,5,5,6,6,6,6,4,5,2,,1,5,5,3,0,1,,US,3,6,1,1,1
263,442,G,101,2,3,7,25,455,32,6,4,12:00,14:55,175,2,3,,2,2,1,2,1,1,2,4,5,5,5,5,5,6,6,6,6,6,6,6,5,5,6,6,6,6,5,5,2,,11,5,5,6,2,4,92284-01-01T00:00:00,US,10,7,1,0,1
264,443,G,101,2,3,7,25,455,32,6,4,11:30,14:55,205,2,5,,1,2,1,1,2,2,2,3,4,4,2,6,6,6,6,6,6,6,6,6,4,5,6,6,6,5,4,5,2,,2,5,3,2,2,3,95684-01-01T00:00:00,US,10,6,2,3,1
266,445,G,101,2,3,7,25,455,32,6,4,12:30,14:55,145,1,1,3,2,2,1,2,2,1,2,3,3,3,3,3,3,6,6,3,3,6,2,6,3,4,6,6,6,3,3,4,2,,7,3,3,3,2,1,95038-01-01T00:00:00,US,4,4,1,4,1
271,450,G,101,2,3,7,25,455,32,6,4,12:30,14:55,145,1,8,,1,1,1,2,2,1,2,5,5,5,5,5,5,6,6,6,6,6,6,6,5,5,6,6,0,5,5,5,0,,9,5,5,1,1,1,95448-01-01T00:00:00,US,7,7,1,4,1
274,453,G,101,2,3,7,25,455,32,6,4,0:00,14:55,895,3,3,,0,0,1,1,2,1,2,3,4,4,4,4,4,2,2,6,6,6,6,6,4,5,6,6,6,4,5,4,2,,11,5,5,5,2,4,93130-01-01T00:00:00,US,10,7,2,0,1
278,457,G,101,2,3,7,25,455,32,6,4,0:15,14:55,880,2,2,,1,2,2,2,2,3,2,4,6,4,4,5,4,6,6,5,6,6,6,6,4,5,6,6,6,4,4,5,2,,2,5,4,3,2,1,94518-01-01T00:00:00,US,5,7,1,2,1
279,458,G,101,2,3,7,25,455,32,6,4,11:30,14:55,205,1,3,,1,1,1,1,2,3,2,4,4,3,3,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,2,,11,0,4,6,2,4,97070-01-01T00:00:00,US,10,5,1,2,1
281,460,G,101,2,3,7,25,455,32,6,4,12:01,14:55,174,2,2,,1,2,2,2,2,2,2,3,3,3,4,5,5,0,4,5,4,6,6,6,4,5,3,6,6,3,5,5,2,,1,0,4,2,1,1,,US,3,7,2,3,1
282,461,G,101,2,3,7,25,455,32,6,4,10:00,14:55,295,1,12,,2,2,1,1,2,3,2,6,3,3,5,5,5,4,4,4,6,6,6,6,4,5,6,6,6,5,3,4,3,,7,4,5,2,1,1,95032-01-01T00:00:00,US,4,6,1,4,1
287,489,A,6,2,3,6,12,284,48,6,4,13:00,16:55,235,2,2,,1,2,2,1,2,4,2,3,3,2,4,5,4,3,3,4,5,4,3,3,3,5,4,4,4,4,5,5,1,3,7,3,5,3,2,1,94087-01-01T00:00:00,US,4,4,1,4,1
296,498,A,6,2,3,6,12,284,48,6,4,15:00,16:55,115,1,2,,1,0,0,1,2,3,2,3,4,2,3,4,4,6,6,0,0,0,0,0,0,5,6,6,6,4,4,5,2,,7,0,5,4,2,1,95070-01-01T00:00:00,US,4,4,2,4,1
298,500,A,6,2,3,6,12,284,48,6,4,15:00,16:55,115,1,2,,2,1,2,2,2,3,2,3,3,3,4,4,4,6,6,4,4,4,6,6,4,5,5,5,6,4,4,4,2,,5,5,5,4,2,1,94131-01-01T00:00:00,US,1,4,2,0,1
300,502,A,6,2,3,6,12,284,48,6,4,15:00,16:55,115,1,6,,1,1,1,2,2,4,2,4,3,3,4,4,4,6,6,6,6,6,6,6,4,4,6,6,6,4,4,5,3,,7,5,6,3,2,1,94087-01-01T00:00:00,US,4,5,1,4,1
302,504,A,6,2,3,6,12,284,48,6,4,15:00,16:55,115,1,4,,1,2,2,1,2,4,2,5,4,4,4,4,4,6,6,3,3,6,4,6,4,5,5,6,6,5,5,5,2,,5,4,5,5,2,1,94118-01-01T00:00:00,US,1,4,1,0,1
303,505,A,6,2,3,6,12,284,48,6,4,15:30,16:55,85,1,1,2,2,1,1,2,2,6,1,5,4,4,5,5,5,6,6,5,5,6,6,6,4,5,6,6,6,4,5,5,2,,6,5,5,4,2,1,94062-01-01T00:00:00,US,2,4,1,4,1
305,507,A,6,2,3,6,12,284,48,6,4,15:00,16:55,115,2,4,,1,2,2,2,2,3,1,5,3,3,3,3,3,6,6,6,6,6,6,6,3,4,6,6,6,6,5,4,2,,5,3,3,1,2,1,94131-01-01T00:00:00,US,1,7,2,2,1
308,510,A,6,2,3,6,12,284,48,6,4,14:30,16:55,145,1,2,,2,1,2,2,2,4,1,5,5,4,4,5,5,5,5,6,6,6,6,6,5,5,5,5,6,5,5,5,1,4,7,5,5,5,2,1,94303-01-01T00:00:00,US,4,4,1,3,1
310,512,A,6,2,3,6,12,284,48,6,4,14:15,16:55,160,1,2,,1,1,2,2,2,3,1,3,3,4,5,4,4,6,6,4,6,5,6,6,4,5,6,4,6,5,4,5,2,,5,5,5,5,2,1,94117-01-01T00:00:00,US,1,3,2,2,1
317,210,G,101,2,3,5,25,455,32,6,4,10:00,14:45,285,2,6,,1,1,1,2,2,3,1,6,4,5,4,5,5,6,6,6,6,6,6,6,4,5,6,6,6,5,5,5,2,,7,1,5,5,2,1,95132-01-01T00:00:00,US,4,7,2,0,1
318,211,G,101,2,3,5,25,455,32,6,4,10:30,14:45,255,5,6,,1,1,1,2,2,2,1,4,3,4,4,5,4,6,6,4,4,6,4,6,4,5,6,6,6,4,5,4,2,,23,5,4,4,2,2,95616-01-01T00:00:00,US,10,6,2,0,1
319,212,G,101,2,3,5,25,455,32,6,4,11:00,14:45,225,5,6,,1,2,2,2,2,3,1,5,6,6,3,5,1,6,5,6,6,6,6,6,4,4,6,6,6,6,4,5,2,,7,5,1,4,1,1,94306-01-01T00:00:00,US,4,7,2,1,1
321,214,G,101,2,3,5,25,455,32,6,4,12:05,14:45,160,4,2,,1,1,2,2,2,3,2,3,1,1,1,5,4,0,3,3,3,3,3,3,4,2,2,2,2,3,1,4,2,,9,4,3,2,2,1,94928-01-01T00:00:00,US,7,3,1,3,1
327,220,G,101,2,3,5,25,455,32,6,4,12:30,14:45,135,3,2,,1,1,2,2,2,3,2,4,3,3,4,5,4,3,3,4,3,3,3,3,4,5,3,3,3,5,5,3,2,,6,5,5,4,2,1,94025-01-01T00:00:00,US,2,2,2,1,1
328,221,G,101,2,3,5,25,455,32,6,4,12:30,14:45,135,1,2,,1,0,1,2,2,4,2,5,2,2,3,4,3,3,3,4,3,4,3,4,4,4,4,4,4,4,4,0,2,,2,5,4,4,2,1,,US,5,4,1,4,1
329,222,G,101,2,3,5,25,455,32,6,4,11:00,14:45,225,2,2,,1,1,2,1,2,3,2,4,3,3,3,4,4,4,4,4,6,6,6,6,4,5,5,0,0,5,5,3,3,,1,4,5,4,2,1,,US,3,7,1,1,1
331,224,G,101,2,3,5,25,455,32,6,4,0:30,14:45,855,2,4,,1,1,2,2,1,3,2,4,4,4,5,4,4,6,0,5,4,6,6,6,5,5,4,6,6,0,5,4,2,,6,5,5,4,2,1,94402-01-01T00:00:00,US,2,7,1,4,1
332,225,G,101,2,3,5,25,455,32,6,4,12:15,14:45,150,3,2,,1,2,1,2,2,0,2,4,5,1,5,5,5,4,4,5,5,5,4,6,5,5,5,5,6,5,5,5,2,,7,5,5,4,2,1,94040-01-01T00:00:00,US,4,4,1,3,1
336,229,G,101,2,3,5,25,455,32,6,4,12:00,14:45,165,2,2,,1,0,0,2,2,3,2,6,6,6,3,3,3,3,3,2,2,6,6,6,3,3,6,6,6,3,3,5,2,,1,5,5,3,2,1,94555-01-01T00:00:00,US,3,6,1,0,1
337,230,G,101,2,3,5,25,455,32,6,4,11:15,14:45,210,2,2,,1,0,1,2,2,1,2,3,3,3,4,4,4,6,6,4,6,6,6,6,4,5,6,6,4,0,4,5,2,,7,5,5,5,2,1,95008-01-01T00:00:00,US,4,7,1,4,1
338,231,G,101,2,3,5,25,455,32,6,4,12:00,14:45,165,2,1,4,1,1,1,2,2,1,2,4,4,4,4,4,4,6,6,4,6,6,6,6,4,5,6,6,6,3,4,4,2,,13,5,5,3,2,2,95242-01-01T00:00:00,US,10,5,2,0,1
344,535,B,21,1,1,2,34,1484,16,2,4,N,8:50,,2,2,,1,1,0,2,2,2,2,6,3,4,5,5,5,6,6,3,6,6,6,3,5,5,6,6,5,5,5,5,2,,3,3,5,5,2,3,33458-01-01T00:00:00,US,12,6,2,4,1
345,536,B,21,1,1,2,34,1484,16,2,4,6:30,8:50,140,3,2,,1,1,1,2,2,2,2,5,2,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,5,5,5,5,2,,4,5,3,5,2,3,37042-01-01T00:00:00,US,11,2,2,1,1
346,537,B,21,1,1,5,34,1484,16,2,4,7:30,8:50,80,3,2,,1,2,2,2,2,1,2,5,5,5,5,5,5,4,4,5,5,6,6,6,5,5,5,6,6,4,4,5,2,,2,4,5,5,2,1,94564-01-01T00:00:00,US,5,5,2,4,1
347,538,B,21,1,1,5,34,1484,16,2,4,7:00,8:50,110,1,7,,1,1,1,2,1,2,2,3,3,3,3,3,3,3,3,3,6,3,6,3,3,3,6,3,3,2,3,4,2,,5,3,4,5,2,3,22202-01-01T00:00:00,US,12,6,2,3,1
348,539,B,21,1,1,2,34,1484,16,2,4,7:15,8:50,95,2,4,,2,2,2,2,2,3,2,4,3,3,3,4,3,6,6,6,6,6,6,6,0,4,6,6,6,0,3,4,2,,5,4,4,4,2,1,94110-01-01T00:00:00,US,1,6,2,2,1
349,540,B,21,1,1,2,34,1484,16,2,4,7:00,8:50,110,1,2,,2,2,1,2,2,5,2,4,3,3,4,3,3,6,6,4,3,6,3,6,3,3,3,0,0,4,3,4,2,,3,3,3,3,2,1,94947-01-01T00:00:00,US,6,6,1,4,1
350,541,B,21,1,1,2,34,1484,16,2,4,4:50,8:50,240,1,2,,1,0,0,1,1,1,1,3,4,4,5,5,5,5,5,5,6,6,6,6,4,5,6,6,6,6,6,4,2,,12,6,5,5,2,3,95912-01-01T00:00:00,US,10,3,1,1,1
351,542,B,21,1,1,2,34,1484,16,2,4,7:00,8:50,110,3,8,,2,2,2,2,2,3,2,4,4,4,3,3,4,4,4,4,2,6,4,6,4,4,6,6,6,4,4,5,2,,3,3,4,5,2,1,94901-01-01T00:00:00,US,6,2,2,1,1
352,543,B,21,1,1,2,34,1484,16,2,4,7:20,8:50,90,2,12,,1,2,2,1,2,1,2,5,4,4,4,4,0,0,0,6,6,6,6,6,4,5,6,6,6,6,5,4,2,,6,5,4,4,2,1,94062-01-01T00:00:00,US,2,7,0,2,1
353,544,B,21,1,1,2,34,1484,16,2,4,7:20,8:50,90,3,6,,2,2,2,1,2,1,2,3,3,3,3,3,3,3,3,6,6,6,6,6,3,3,6,6,6,6,6,3,2,,5,4,3,4,2,3,32611-01-01T00:00:00,US,12,3,1,1,1
354,545,B,21,1,1,2,34,1484,16,2,4,6:38,8:50,132,1,9,,1,1,1,2,2,1,2,3,3,3,2,3,3,6,6,2,3,3,6,4,3,5,3,5,5,5,5,5,1,4,7,3,5,5,2,3,28031-01-01T00:00:00,US,12,3,2,3,1
355,546,B,21,1,1,2,34,1484,16,2,4,7:00,8:50,110,6,7,,1,1,0,2,2,4,2,3,2,4,4,4,4,6,6,4,4,4,6,4,4,3,6,3,3,3,3,4,2,,6,4,3,3,1,3,,US,12,5,2,4,1
356,547,B,21,1,1,2,34,1484,16,2,4,7:00,8:50,110,2,6,,2,2,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,2,,5,4,4,4,2,1,94117-01-01T00:00:00,US,1,4,2,3,1
357,548,B,21,1,1,2,34,1484,16,2,4,7:30,8:50,80,2,2,,1,1,2,0,0,1,2,5,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,4,1,4,6,4,5,3,2,1,94019-01-01T00:00:00,US,2,4,2,2,1
358,659,G,100,3,3,8,30,39,101,6,2,17:00,19:35,155,1,2,,1,2,2,2,2,3,1,3,6,6,5,5,5,6,6,6,6,5,6,6,4,3,6,6,6,6,3,5,2,,6,5,5,4,2,1,94066-01-01T00:00:00,US,2,4,1,3,1
359,660,G,100,3,3,8,30,39,101,6,2,14:30,19:35,305,1,2,,1,2,2,2,2,1,1,5,6,6,2,5,2,6,6,6,6,6,6,6,5,5,6,6,6,6,5,5,2,,38,5,5,3,2,2,95310-01-01T00:00:00,US,10,7,1,0,1
361,662,G,100,3,3,8,30,39,101,6,2,16:30,19:35,185,2,3,,1,2,1,2,2,2,2,4,4,4,5,4,5,6,4,6,6,6,6,6,3,5,6,6,6,5,5,5,2,,11,0,5,5,2,4,91913-01-01T00:00:00,US,10,4,1,2,1
364,665,G,100,3,3,8,30,39,101,6,2,16:50,19:35,165,2,3,,2,2,2,2,2,1,2,4,3,3,4,4,4,3,3,6,6,6,6,6,3,4,6,6,6,6,4,4,2,,11,4,4,6,2,4,91913-01-01T00:00:00,US,10,3,2,1,1
365,666,G,100,3,3,8,30,39,101,6,2,16:17,19:35,198,2,6,,1,2,1,1,2,2,2,3,2,3,4,4,5,4,4,3,3,6,6,6,3,0,6,6,6,4,4,3,1,4,2,3,4,4,2,1,94602-01-01T00:00:00,US,3,7,2,3,1
366,667,G,100,3,3,8,30,39,101,6,2,16:30,19:35,185,2,1,4,0,0,0,1,1,1,2,3,2,2,4,5,5,6,6,5,6,6,6,6,4,5,6,6,6,5,5,5,2,,22,5,5,5,2,2,95959-01-01T00:00:00,US,10,6,2,0,1
371,672,G,100,3,3,8,30,39,101,6,2,16:00,19:35,215,1,1,4,2,2,1,2,2,5,2,3,4,3,3,3,4,3,3,4,3,3,4,3,4,4,4,4,3,3,4,5,1,4,1,4,4,4,2,1,94602-01-01T00:00:00,US,3,3,2,3,1
372,673,G,100,3,3,8,30,39,101,6,2,18:00,19:35,95,3,3,,1,2,2,2,2,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,6,6,6,6,6,0,2,,11,3,5,6,2,4,98042-01-01T00:00:00,US,10,2,2,1,1
376,677,G,100,3,3,8,30,39,101,6,2,17:30,19:35,125,2,3,,2,2,2,1,2,1,2,4,6,6,4,4,5,6,6,6,6,5,6,6,4,4,6,4,6,6,4,5,2,,11,5,4,5,2,4,97266-01-01T00:00:00,US,10,3,1,0,1
379,680,G,100,3,3,8,30,39,101,6,2,15:00,19:35,275,2,6,,1,1,1,1,2,1,2,5,3,6,5,5,5,6,5,6,6,6,6,6,5,4,6,6,6,4,5,4,2,,32,6,5,5,2,3,95437-01-01T00:00:00,US,10,6,1,2,1
380,681,G,100,3,3,8,30,39,101,6,2,17:00,19:35,155,2,11,,1,2,1,1,2,4,1,4,3,4,4,5,4,6,6,3,6,6,6,6,4,5,0,0,0,5,5,5,2,,6,5,5,5,2,1,94402-01-01T00:00:00,US,2,6,2,4,1
381,682,G,100,3,3,8,30,39,101,6,2,17:00,19:35,155,2,2,,1,1,2,2,2,1,1,6,0,3,5,5,5,6,6,6,6,6,6,6,3,3,6,6,6,6,3,5,2,,7,5,5,5,2,1,95020-01-01T00:00:00,US,4,2,1,1,1
383,684,G,100,3,3,8,30,39,101,6,2,16:30,19:35,185,2,8,,1,1,1,2,2,3,2,6,3,3,4,4,5,3,3,4,2,6,4,6,4,4,6,6,6,3,3,4,1,5,6,5,5,5,2,1,94061-01-01T00:00:00,US,2,6,1,4,1
384,685,G,93,3,3,8,5,7,5,9,2,19:00,21:45,165,2,13,,1,2,2,2,2,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,0,5,6,6,6,6,3,3,2,,12,4,4,0,2,3,59715-01-01T00:00:00,US,10,2,2,1,1
387,688,G,93,3,3,8,5,7,5,9,2,17:30,21:45,255,4,3,,2,1,1,2,2,3,2,5,5,5,5,4,5,6,6,4,4,5,4,6,5,5,5,5,5,5,4,5,1,5,11,6,5,6,2,4,2115-01-01T00:00:00,US,12,2,2,1,1
388,689,G,93,3,3,8,5,7,5,9,2,21:00,21:45,45,2,3,,2,2,2,2,2,1,2,0,6,6,4,4,5,6,6,6,6,6,6,6,4,4,6,6,6,6,4,5,2,,11,6,5,5,2,4,39110-01-01T00:00:00,US,11,2,1,3,1
389,690,G,93,3,3,8,5,7,5,9,2,18:05,21:45,220,2,3,,2,2,1,2,2,1,2,6,3,6,4,5,4,4,4,6,6,6,6,6,4,5,6,6,6,3,4,4,2,,11,4,5,6,2,4,84003-01-01T00:00:00,US,10,2,2,0,1
390,691,G,93,3,3,8,5,7,5,9,2,18:40,21:45,185,3,5,,1,2,1,1,2,1,2,4,2,3,5,5,5,6,6,6,6,6,6,6,5,5,6,6,6,6,5,5,1,5,1,5,5,5,2,1,94706-01-01T00:00:00,US,3,3,1,1,1
394,695,G,93,3,3,8,5,7,5,9,2,17:30,21:45,255,2,3,,2,2,2,2,2,1,2,5,6,5,5,5,5,6,6,6,6,6,6,6,5,5,6,6,6,6,5,5,2,,11,4,4,6,2,4,48198-01-01T00:00:00,US,11,6,2,0,1
396,697,G,93,3,3,8,5,7,5,9,2,19:15,21:45,150,3,2,,1,2,2,2,2,1,2,5,4,4,4,4,4,4,4,4,4,6,6,6,5,5,4,6,6,5,5,5,2,,40,4,5,4,2,3,96097-01-01T00:00:00,US,10,6,2,2,1
399,700,G,93,3,3,8,5,7,5,9,2,18:50,21:45,175,3,1,2,1,1,2,0,2,1,2,0,0,0,4,5,0,0,0,3,0,0,0,0,5,5,4,0,0,0,0,5,2,,1,3,5,0,1,1,94601-01-01T00:00:00,US,3,6,2,0,1
400,701,G,93,3,3,8,5,7,5,9,2,19:30,21:45,135,2,2,,1,2,2,1,2,3,2,6,4,3,4,4,4,6,6,4,3,6,6,6,4,4,6,6,6,4,3,4,2,,7,4,4,3,2,1,94306-01-01T00:00:00,US,4,3,2,2,1
406,707,G,93,3,3,8,5,7,5,9,2,14:30,21:45,435,2,3,,2,2,1,2,2,1,2,4,4,4,4,4,4,6,6,6,6,6,6,6,4,5,6,6,6,4,5,5,2,,11,5,5,6,1,4,30067-01-01T00:00:00,US,12,3,2,2,1
414,549,B,21,1,1,2,34,1484,16,2,4,7:30,8:50,80,1,2,,1,1,0,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,0,,6,5,5,0,2,1,94060-01-01T00:00:00,US,2,7,1,2,1
415,550,B,21,1,1,2,34,1484,16,2,4,7:00,8:50,110,8,1,1,1,2,2,2,2,2,2,3,3,3,4,3,3,0,2,4,3,6,6,6,3,3,4,6,6,6,3,4,1,3,7,4,3,3,1,3,16428-01-01T00:00:00,US,12,3,2,2,1
416,551,B,21,1,1,2,34,1484,16,2,4,7:30,8:50,80,1,5,,2,1,2,2,2,3,2,3,3,3,3,3,2,6,6,3,3,4,3,3,4,3,6,4,6,3,4,3,3,,2,4,3,2,2,1,94598-01-01T00:00:00,US,5,0,0,0,1
417,552,B,21,1,1,2,34,1484,16,2,4,7:20,8:50,90,8,2,,2,2,2,1,1,1,2,2,4,0,3,0,4,3,2,5,4,3,4,5,5,3,4,3,2,2,2,3,3,,6,3,5,3,2,3,23692-01-01T00:00:00,US,12,5,1,2,1
418,553,B,21,1,1,2,34,1484,16,2,4,7:30,8:50,80,2,3,,2,2,2,1,2,3,2,4,3,3,1,4,3,6,2,6,6,4,6,6,3,4,6,5,6,6,6,4,2,,11,0,2,3,1,4,97405-01-01T00:00:00,US,10,5,1,2,1
419,554,B,21,1,1,2,34,1484,16,2,4,6:40,8:50,130,3,2,,1,1,1,1,1,3,2,5,4,4,5,4,4,6,6,6,6,6,6,6,5,5,6,6,6,5,5,5,2,,5,5,5,5,2,3,32605-01-01T00:00:00,US,12,7,1,4,1
422,557,B,21,1,1,2,34,1484,16,2,4,7:00,8:50,110,3,2,,1,2,1,2,2,2,1,5,5,6,5,6,5,6,6,5,6,6,6,6,5,5,6,6,6,5,6,5,2,,6,5,5,5,2,1,94080-01-01T00:00:00,US,2,3,1,1,1
423,558,B,21,1,1,2,34,1484,16,2,4,7:15,8:50,95,1,9,,1,2,2,2,2,2,1,5,4,4,5,5,5,6,6,5,6,5,6,2,5,5,6,6,5,6,4,3,2,,6,5,3,5,2,3,11031-01-01T00:00:00,US,12,5,1,3,1
424,832,C,47,1,1,4,15,2389,26,3,3,7:30,9:10,100,1,4,,1,0,0,1,1,0,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,5,5,2,,12,5,5,5,2,3,,US,11,5,1,0,1
425,833,C,47,1,1,4,15,2389,26,3,3,7:30,9:10,100,1,9,,2,1,2,1,1,6,2,3,4,4,3,2,2,3,3,1,4,3,0,4,4,3,3,3,3,4,2,5,2,,2,3,3,3,2,3,,US,11,2,1,2,1
426,834,C,47,1,1,4,15,2389,26,3,3,7:00,9:10,130,1,9,,1,2,2,2,1,4,2,3,2,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,1,4,2,,12,3,3,3,2,3,,US,11,4,1,0,1
427,835,C,47,1,1,4,15,2389,26,3,3,7:20,9:10,110,3,7,,1,2,2,2,2,3,2,4,4,4,5,3,4,4,4,5,4,4,4,4,4,5,5,5,5,5,5,5,1,5,7,5,5,5,2,1,95020-01-01T00:00:00,US,4,5,2,4,1
428,836,C,47,1,1,4,15,2389,26,3,3,6:30,9:10,160,2,3,,2,2,1,2,2,1,2,6,6,2,0,4,4,6,6,6,6,6,6,6,4,3,6,6,6,6,3,4,2,,11,4,4,6,2,4,18452-01-01T00:00:00,US,12,2,2,1,1
429,837,C,47,1,1,4,15,2389,26,3,3,7:15,9:10,115,1,7,,1,1,2,2,2,1,2,6,6,4,5,3,5,5,5,6,6,6,6,6,4,5,6,6,6,6,4,5,2,,5,5,5,5,2,3,48326-01-01T00:00:00,US,11,4,1,2,1
430,838,C,47,1,1,4,15,2389,26,3,3,7:45,9:10,85,3,11,,0,1,1,2,2,3,2,3,3,3,3,3,4,3,2,0,3,0,4,2,3,2,0,0,0,0,0,5,2,,3,5,4,0,0,1,,US,6,5,2,0,1
431,839,C,47,1,1,4,15,2398,26,3,3,7:30,9:10,100,1,3,,1,1,1,2,2,6,2,3,4,4,4,3,4,6,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,11,0,0,0,0,4,,US,11,2,2,2,1
433,841,C,47,1,1,4,15,2389,26,3,3,7:00,9:10,130,2,7,,0,0,1,2,0,3,2,5,3,3,5,5,5,4,4,5,3,3,3,4,4,5,3,4,4,4,4,5,2,,5,5,3,3,2,3,32708-01-01T00:00:00,US,12,6,1,3,1
435,843,C,47,1,1,4,15,2389,26,3,3,7:30,9:10,100,1,4,,1,2,1,2,2,2,2,4,4,6,4,4,4,6,6,6,6,6,6,6,4,4,6,6,6,4,4,5,2,,5,5,0,3,2,3,48390-01-01T00:00:00,US,11,6,2,2,1
436,844,C,47,1,1,4,15,2389,26,3,3,7:30,9:10,100,1,9,,2,2,1,0,0,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,5,2,,5,5,5,5,1,3,53719-01-01T00:00:00,US,11,5,2,0,1
437,845,C,47,1,1,4,15,2389,26,3,3,7:30,9:10,100,1,9,,2,2,1,2,2,4,2,4,3,3,4,4,3,3,3,4,6,4,6,4,4,4,6,4,4,4,3,4,0,,5,0,4,3,2,3,53719-01-01T00:00:00,US,11,2,1,2,1
